name,company,street,postcode,city,country,capacity,energy_source,technology,additional_info,type,chp,commissioned,comment,source,eic_code,lat,lon,energy_source_level_1,energy_source_level_2,energy_source_level_3
PURINA ESPANA,"PURINA ESPANA, S.A.",,,Dos Hermanas,ES,3.284,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
EL MOLI,AYUNTAMIENTO DE GERONA,,,Girona,ES,0.152,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CERAMICAS MOLLA,"CERAMICAS MOLLA, S.L.",,,Xativa,ES,0.83,Natural gas,,,,,1996.0,,SEDE,,,,Fossil fuels,Natural gas,
ERVISA,"ERVISA COGENERACION, S.C.",,,Puebla de Alfinden (La),ES,1.47,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
KEROS CERAMICA,"KEROS CERAMICA, S.A.",,,Nules,ES,0.895,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
IRIBAS,"ZABALO, S.L.",,,Larraun,ES,0.55,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
TRATAMIENTO DE PURINES FUENSALIDA,"URBASER, S.A.",,,Fuensalida,ES,16.3,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
"MOLTUANDUJAR S.L. (COANSA COGENERACION DE ANDUJAR, S.A.)",MOLTUANDUJAR S.L.,,,Andujar,ES,21.792,Other or unspecified energy sources,,,,,1999.0,,SEDE,,,,Other or unspecified energy sources,,
AZANON,"HIDRAULICA DE AZANON, S.L.",,,Trillo,ES,1.5,Hydro,,,,,2001.0,,SEDE,,,,Renewable energy,Hydro,
TRATAMIENDO LODOS EN MADRIDEJOS,MANUEL GARCIA DE LA CRUZ AGUILAR,,,Madridejos,ES,9.048,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
TRATAMIENTO DE PURINES EN VILLANUEVA DE LA JARA,SAT N9477 HERMANOS LOPEZ ONATE,,,Villanueva de la Jara,ES,6.285,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
INDUSTRIAS ALEGRE,"INDUSTRIAS ALEGRE, S.A.",,,Albal,ES,2.068,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
JORGE I,"HIDROGESTION CUERPO HOMBRE, SL",,,Bejar,ES,0.295,Hydro,,,,,1999.0,,SEDE,,,,Renewable energy,Hydro,
FABRICACION DE ENVASES INDUSTRIALES,"FABRICACION DE ENVASES INDUSTRIALES, S.A",,,Valdemoro,ES,0.76,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
PLANTA DE SAN JORGE,"ECOENERGIA INTEGRAL, S.A.",,,Sant Jordi/San Jorge,ES,1.68,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
EMARSA - ESTACION PINEDO,EMPRESA METROPOLITANA  AGUAS RESIDUALES,,,Valencia,ES,1.788,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
JORGE II - AMPLIACION,"HIDROGESTION CUERPO HOMBRE, SL",,,Bejar,ES,0.355,Hydro,,,,,2000.0,,SEDE,,,,Renewable energy,Hydro,
ECYR MARTOS,"ENDESA COGENER.Y RENOVAB.,S.A.-ECYR,S.A.",,,Martos,ES,21.6,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
ECYR VILLANUEVA,"ENDESA COGENER.Y RENOVAB.,S.A.-ECYR,S.A.",,,Villanueva del Arzobispo,ES,21.6,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
CERAMICA HISPANO-PORTUGUESA,"CERAMICA HISPANO-PORTUGUESA, S.L.",,,Corrales,ES,2.96,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
LA PELOTERA,"ASTUWATT, S.L.",,,Barbadillo del Pez,ES,0.236,Hydro,,,,,2003.0,,SEDE,,,,Renewable energy,Hydro,
TRAINALBA II,"TRATAMIENTO INTEGRAL ALPECHINES BAENA,SL",,,Jimena,ES,4.8,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
ANGULO GENERAL QUESERA,"MANTEQUERIAS ARIAS, S.A.",,,Burgos,ES,6.39,Natural gas,,,,,1999.0,,SEDE,,,,Fossil fuels,Natural gas,
VIGUETAS BERMA,"VIGUETAS BERMA, S.L.",,,Quintanar del Rey,ES,1.038,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
LORCA-2,"PROCESOS ECOLOGICOS, S.A.",,,Lorca,ES,15.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
BUJARALOZ (2 FASE),"CORPORACION ALIMENTARIA GUISSONA, S.A.",,,Bujaraloz,ES,3.45,Oil,,,,,2000.0,,SEDE,,,,Fossil fuels,Oil,
RUBER INTERNACIONAL,"RUBER INTERNACIONAL, S.A.",,,Madrid,ES,0.768,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
HADASA,"HARINAS DEL ATLANTICO, S.A.",,,Pobra do Caraminal (A),ES,2.64,Oil,,,,,2000.0,,SEDE,,,,Fossil fuels,Oil,
EL MONEGRE,"PRODUCTORA DE GUIXES, S.L.",,,Guixers,ES,0.075,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ROS ROCA (PLANTA DE TITAGUAS),"ROS ROCA, S.A.",,,Titaguas,ES,14.95,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
COGENERACION FEIRACO (AMPLIADA CON RE-1627),"FEIRACO, SOCIEDAD COOPERATIVA GALLEGA",,,Ames,ES,2.3,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
COGENERACION FEIRACO (AMPL. DE RE-00D-711),"FEIRACO, SOCIEDAD COOPERATIVA GALLEGA",,,Ames,ES,5.0,Other or unspecified energy sources,,,,,,,SEDE,,,,Other or unspecified energy sources,,
MOLINO DE ALTZOLA,HIDROELECTRICA DEL DEBA S.L.,,,Elgoibar,ES,0.12,Hydro,,,,,2000.0,,SEDE,,,,Renewable energy,Hydro,
LADRILLOS MORA,"LADRILLOS MORA, S.L.",,,Illescas,ES,0.96,Natural gas,,,,,2006.0,,SEDE,,,,Fossil fuels,Natural gas,
CAOBAR,CAOBAR S.A.,,,Guadalajara,ES,0.965,Natural gas,Combustion engine,,,,2010.0,,SEDE,,,,Fossil fuels,Natural gas,
ZAMUNON,"COMPANIA ELECTRICA PENA LABRA, S.L.",,,Hermandad de Campoo de Suso,ES,1.8,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
BECOSA BUJALANCE,"BECOSA ENERGIAS RENOVABLES, S.A.",,,Bujalance,ES,8.169,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
LA GILA,CONSUELO VERDUGO BELTRAN,,,Penafiel,ES,0.08,Hydro,,,,,2000.0,,SEDE,,,,Renewable energy,Hydro,
SAN DIEGO (AMPLIACION RE-0069),"ELECTRO SAN DIEGO, S.A.",,,Hellin,ES,0.461,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
LINASA,"LINASA COGENERACION Y ASOCIADOS, S.L.",,,Torres de Cotillas (Las),ES,14.76,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
LAVINTEX,"LAVINTEX, S.L.",,,Fuenlabrada,ES,0.99,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
ECOPARC N 1,"ECOPARC DE BARCELONA, S.A.",,,Barcelona,ES,5.24,Biomass and biogas,,,,,2002.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
LACUNZA,"URTAGI, S.L.",,,Lakuntza,ES,0.55,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CANADA DE ROMERO,"INDUSTRIAS MECANICAS DEL NOROESTE, S.A.",,,Mazarron,ES,12.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
RIBESALBES,"CERAMICA RIBESALBES, S.A.",,,Onda,ES,0.492,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
MAL PAS,"PROMOCIONES Y PROYECTOS MODOLELL,SL",,,Llavorsi,ES,3.8,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
LA ESCALINATA,"ENERGIAS RENOVABLES DE CASINOS, S.A",,,Casinos,ES,0.944,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SEPIOLSA,SEPIOLSA,,,Azuqueca de Henares,ES,5.2,Natural gas,,,,,1996.0,,SEDE,,,,Fossil fuels,Natural gas,
CENTRAL HIDROELECTRICA PANTANO DE CUBILLAS,"HIDROELECTRICA CUERVA, S.L.U.",,,Atarfe,ES,0.945,Hydro,,,,,1996.0,,SEDE,,,,Renewable energy,Hydro,
SAN RAFAEL,"SALTO DE SAN RAFAEL, S.L.",,,Espeluy,ES,3.2,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
FABRICA DE HARINAS,RAUL VAZQUEZ RODRIGUEZ,,,San Millan de la Cogolla,ES,0.031,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
COGENERACION HIJOS DE J.C.HERNANDEZ I,"HIJOS DE JUAN CRUZ HERNANDEZ, S.A.",,,Agoncillo,ES,1.844,Natural gas,,,,,2011.0,,SEDE,,,,Fossil fuels,Natural gas,
UBAUN,"GANADOS BARBERENA, S.L.",,,Baztan,ES,0.72,Hydro,,,,,1992.0,,SEDE,,,,Renewable energy,Hydro,
GURREA DE GALLEGO,"CHANGOA, S.A.",,,Gurrea de Gallego,ES,1.1,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
INDUSTRIA PAPELERA NESA,"INDUSTRIA PAPELERA NESA, S.A.",,,Alfara de Algimia,ES,3.24,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
HOSPITAL 9 DE OCTUBRE,HOSPITAL 9 DE OCTUBRE,,,Valencia,ES,0.78,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
TECAMASA,"TEJAS CASTILLA LA MANCHA, S.A.",,,Pantoja,ES,0.922,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
COGENERACION INCEDISA,"INDUSTRIAS CERAMICAS DIAZ, S.A.",,,Cobeja,ES,0.977,Natural gas,,,,,2010.0,,SEDE,,,,Fossil fuels,Natural gas,
PEQUERA,"MINICENTRAL DE PEQUERA, S.L.",,,Jaca,ES,0.639,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
DANONE. S.A.,DANONE. S.A.,,,Aldaia,ES,8.313,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
MUSA V,"MUSA MURCIANA DE AGUAS, S.A.",,,Fortuna,ES,14.14,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
MUSA VI,"MUSA MURCIANA DE AGUAS, S.A",,,Fortuna,ES,14.14,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
ALITRASA VII,"ALITRASA ALICANTINA DE TRAT. AGUAS, S.A",,,Lorca,ES,14.14,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
ALITRASA IX,"ALITRASA ALICANTINA DE TRAT. AGUAS, S.A",,,Lorca,ES,14.14,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
COGENERACION,"ECOGARVE, S.L",,,Madridejos,ES,2.72,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
SOSSIS,"IBERICA DE ENERGIAS, S.L.",,,Conca de Dalt,ES,3.0,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SASTAGO-I,"ELECTRO METALURGICA DEL EBRO, S.L.",,,Sastago,ES,2.928,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
TUDELA,"IBERICA DE ENERGIAS, S.L.",,,Tudela de Duero,ES,1.2,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SALTO 1060,"SALTOS DEL TIETAR, S.A.",,,Adrada (La),ES,0.812,Hydro,,,,,1994.0,,SEDE,,,,Renewable energy,Hydro,
LA CORBA,"FIL-GENESIS, S.A.",,,Ripoll,ES,0.448,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
EL ROIG,"FIL-GENESIS, S.A.",,,Ripoll,ES,0.53,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
HOSPITAL DOCTOR JOSEP TRUETA DE GIRONA,INSTITUT CATALA DE LA SALUT,,,Girona,ES,1.164,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
PONT DE VILOMARA,"CORTIADA,S.A.",,,Pont de Vilomara i Rocafort (El),ES,0.5,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
IGLESIAS,"MAGRET HERMANOS,S.A.",,,Camprodon,ES,0.088,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
FABRICA PAPER,"LA PAPELERA DEL FRESSER,S.A.",,,Ribes de Freser,ES,0.1,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
EDINJA,"EDINJA, SCCL",,,Cardona,ES,0.09,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
PARC DEL SEGRE,"PARC DEL SEGRE, S.A.",,,Seu dUrgell (La),ES,0.944,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
GUALBA II,"POLIGONO INDUSTRIAL CAN SEDO, S.A.",,,Gualba,ES,0.63,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
COLONIA PRAT,"CORPORACION INDUSTRIAL PREL,S.A.",,,Puig-reig,ES,0.44,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CG EUROHUECO,"EUROHUECO, SA",,,Castellbisbal,ES,4.84,Natural gas,,,,,1998.0,,SEDE,,,,Fossil fuels,Natural gas,
COLLET,"CEMENTOS COLLET,S.L.",,,Guardiola de Bergueda,ES,0.07,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
"ATOMIX, S.A.","ATOMIX, S.A.",,,Onda,ES,8.356,Natural gas,,,,,2009.0,,SEDE,,,,Fossil fuels,Natural gas,
ESTREMERA,"MINICENTRALES DEL TAJO, S.A.",,,Estremera,ES,0.78,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
AITZETARTE,"ELECTRA DEBA, S.A.",,,Elgoibar,ES,0.579,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ARTIGAS,"BIOARTIGAS, S.A.",,,Alonsotegi,ES,1.44,Biomass and biogas,,,,,,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
LA CHORRONERA,PEQUENAS CENT.HIDROEL.SA,,,Arcos de Jalon,ES,0.17,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
FROMISTA,"REDONDO HERMANOS, S.L.",,,Fromista,ES,0.82,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ONCE PARADAS,"ANGEL SUAREZ ROS E HIJAS,C.B.",,,Palencia,ES,0.24,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ABALOZ,"ELECTRA BRAVO, SL.",,,Donostia-San Sebastian,ES,1.0,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
C.H. LA PLANA,"HIDROELECTRICA DE LA PLANA, S.L.",,,Avia,ES,1.1,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SANT ANTONI,AYUNTAMIENTO DE RIALP,,,Rialp,ES,0.2,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
RIERA MOLINE,"POLIGONO INDUSTRIAL CAN SEDO, S.A.",,,Montseny,ES,0.6,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
FABRICA INDUSTRIAL CARTONERA MENGIBAR-SMURFITT KAPPA ESPANA S.A.,SMURFIT KAPPA ESPANA S.A.,,,Mengibar,ES,24.7,Other or unspecified energy sources,,,,,2002.0,,SEDE,,,,Other or unspecified energy sources,,
TUNEL DE VIELHA-DRENATGES,"ENDESA COGENERACION Y RENOVABLES, S.A.",,,Vielha e Mijaran,ES,0.25,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
PLAGICAS,"PLAGICAS ENER, S.L.",,,Bejar,ES,0.06,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SALTO DE LA GUERA,JAVIER NIETO BORT,,,Burgo de Osma-Ciudad de Osma,ES,0.165,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
FAGOLLAGA,"FAGOLLAGA, S.A.",,,Hernani,ES,0.189,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
LA LORA,"REPSOL EXPLORACION, S.A.",,,Sargentes de la Lora,ES,3.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
BOLUBARRI,"BOLUBARRI, S.A.",,,Bergara,ES,0.16,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
EL HOYO,"CIENER, S.A.U.",,,Breto,ES,3.582,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
AZUCARERA DEL DUERO,"AB AZUCARERA IBERIA, S.L.",,,Toro,ES,12.95,Natural gas,,,,,2009.0,,SEDE,,,,Fossil fuels,Natural gas,
COGENERACION ENERGYWORKS,"ENERGYWORKS VILLARROBLEDO, S.A.",,,Villarrobledo,ES,24.0,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
VIEJAS,"HIDROELECTRICA DEL VIEJAS, S.A.",,,Castanar de Ibor,ES,0.21,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
PUIG Y FONT,"PUIG Y FONT, S.A.",,,Monistrol de Montserrat,ES,0.971,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
LA CORTADA,"AUXILIAR DEXPLOTACIONS ENERGETIQUES, SL",,,Santa Maria de Merles,ES,0.045,Hydro,,,,,1988.0,,SEDE,,,,Renewable energy,Hydro,
PLANTA DE TRACTAMENT DE PURINS ISONA,"ISONA ENERCORR, XXI, S.L.U.",,,Isona i Conca Della,ES,14.95,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
MUSEU DE CAN SANGLAS,AYTO. DE MANLLEU,,,Manlleu,ES,0.05,Hydro,,,,,2004.0,,SEDE,,,,Renewable energy,Hydro,
CERAMICA LLANOS AMPLIACION,"CERAMICA LLANOS,S.A.",,,Briviesca,ES,0.99,Natural gas,,,,,2010.0,,SEDE,,,,Fossil fuels,Natural gas,
TUREGANO,"DESIMPACTO PURINES TUREGANO, S.A.",,,Turegano,ES,15.76,Natural gas,,,,,2005.0,,SEDE,,,,Fossil fuels,Natural gas,
GALICIA TEXTIL,"GALICIA TEXTIL, S.A.",,,Neda,ES,1.0,Natural gas,,,,,1999.0,,SEDE,,,,Fossil fuels,Natural gas,
PROCESOS ECOLOGICOS,"PROCESOS ECOLOGICOS, S.A.",,,Teba,ES,15.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
PISCINA MUNICIPAL CLIMATIZADA,CONCELLO DE VIVEIRO,,,Viveiro,ES,0.76,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
CHINCHA,"NAVARRO GENERACION, S.A.",,,Canizares,ES,1.488,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
MOLINO DE URDANIZ,"ELECTRA ZIBER, S.L.",,,Esteribar,ES,0.18,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
BEKO-ERROTA,MIREN JAXONE MENDIOLA  E INAKI ARRATIBEL,,,Etxarri-Aranatz,ES,0.05,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
PINTURAS CATAFORESICAS,"PINTURAS CATAFORESICAS, S.A.",,,Almussafes,ES,2.889,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
OLAVERRI,"C.H. OLAVERRI, S.L.",,,Andoain,ES,0.2,Hydro,,,,,1999.0,,SEDE,,,,Renewable energy,Hydro,
VERTEDERO DE VACARISSES,"COLL CARDUS GAS, S.L.",,,Vacarisses,ES,1.904,Biomass and biogas,,,,,2000.0,,SEDE,,,,Renewable energy,Bioenergy,Biomass and biogas
COLOROBBIA ESPANA,"COLOROBBIA ESPANA, S.A.",,,Vilafames,ES,1.2,Non-renewable waste,,,,,,,SEDE,,,,Fossil fuels,Non-renewable waste,
ABENGOA SERVICIOS URBANOS,"ABENGOA SERVICIOS URBANOS, S.A.",,,Salzadella (la),ES,15.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
REYDE,"REYDE, S.A.",,,Sant Boi de Llobregat,ES,1.942,Natural gas,,,,,2000.0,,SEDE,,,,Fossil fuels,Natural gas,
BALCABIN,"MINICENTRALES ASTURIANAS, S.A.",,,Penarrubia,ES,1.1,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CALSECA,"MINICENTRALES ASTURIANAS, S.A.",,,San Roque de Riomiera,ES,1.9,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
BIERGE,"EMPRESA PROVINCIAL DE ENERGIA, S.A.",,,Bierge,ES,0.08,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
REMIGIO-MARIANO GOSALVEZ,REMIGIO-MARIANO GOSALVEZ,,,Bejar,ES,0.05,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
EL GORGOL,"HIDROSCA, S.A.",,,Biescas,ES,3.57,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
TECNICAS DE COGENERACION DE SILLA,"TECNICAS DE COGENERACION DE SILLA, S.L.",,,Silla,ES,7.768,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
VALVERDE DEL MAJANO,"PROGREEN SEGOVIA, S.L.",,,Valverde del Majano,ES,14.996,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
NAVAS DE ORO,"PROGREEN SEGOVIA, S.L.",,,Navas de Oro,ES,14.996,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
INDUSTRIA DE TRATAM. PURINES EN ALTORRICON,"DESIMPACTO DE PURINES  ALTORRICON, S.A.",,,Altorricon,ES,14.64,Natural gas,,,,,2001.0,,SEDE,,,,Fossil fuels,Natural gas,
C.H. DE SEGADE,"CORTIZO HIDROELECTRICAS , S.A.",,,Caldas de Reis,ES,8.1,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
PLANTA DE COGENERACION ASERPAL,"CIA.ENERGETICA PARA EL TABLERO, S.A.",,,Vilasantar,ES,6.664,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
INDUSTRIAS DEL TABLERO,"INDUSTRIAS DEL TABLERO, S.A.",,,San Sadurnino,ES,24.8,Oil,,,,,2012.0,,SEDE,,,,Fossil fuels,Oil,
QUART,"FRIGORIFICOS COSTA BRAVA, S.A.",,,Quart,ES,0.835,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
COGENERACION CRIPRIANO CASTELLO ALFONSO,"HIJOS CIPRIANO CASTELLO ALFONSO,SL",,,Onda,ES,0.854,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
RAIMAT - CENTRAL 7,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",,,Lleida,ES,0.884,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
ALCARRAS - CENTRAL 9,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",,,Alcarras,ES,0.697,Hydro,,,,,2000.0,,SEDE,,,,Renewable energy,Hydro,
GUARRO CASAS,"GUARRO CASAS, S.A.",,,Campdevanol,ES,1.46,Oil,,,,,,,SEDE,,,,Fossil fuels,Oil,
COMERCIAL AYMERICH,"COGENERACION AYMEREL, AIE",,,Santa Eugenia de Berga,ES,0.995,Natural gas,,,,,2007.0,,SEDE,,,,Fossil fuels,Natural gas,
PREBESEC,"PREBESEC, S.A.",,,Mejorada del Campo,ES,2.426,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
COGENERACION BRILEN,"BRILEN, S.A.",,,Barbastro,ES,24.745,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
CENTRAL HIDROELECTRICA EL RUMBLAR,"HIDROELECTRICA DEL RUMBLAR, S.L.",,,Banos de la Encina,ES,1.92,Hydro,,,,,1997.0,,SEDE,,,,Renewable energy,Hydro,
MAGUNAS,"SALTOS DEL OIZ, S.L.",,,Iurreta,ES,0.338,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CERAMICA TUDELANA,"CERAMICA TUDELANA, S.A.",,,Tudela,ES,0.999,Natural gas,,,,,1998.0,,SEDE,,,,Fossil fuels,Natural gas,
TEDELCHE,"HIDRO ENERGIA XANA, S.L.",,,Hellin,ES,2.29,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
CASTILSERAS,"MINAS DE ALMADEN Y ARRAYANES, S.A.",,,Almaden,ES,1.6,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
IPARLAT,"ESNELAT, S.L.",,,Urnieta,ES,12.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
LONASA PINTO,"LONASA PINTO, S.A.",,,Pinto,ES,0.77,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
AZULEJOS Y PAVIMENTOS,"AZULEJOS Y PAVIMENTOS, S.A.",,,Alcora (l),ES,9.506,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
PROCESOS ECOLOGICOS CARMONA 2,"PROCESOS ECOLOGICOS CARMONA 2, S.A.",,,Carmona,ES,15.0,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
SICOGESA CAMPILLOS 1,"SICOGESA EXPLOTACION, S.A.",,,Campillos,ES,14.992,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
SICOGESA CAMPILLOS 2,"SICOGESA EXPLOTACION, S.A.",,,Campillos,ES,14.992,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
EDAR DE BANYOLES,"OMS SACEDE, S.A",,,Cornella del Terri,ES,4.074,Natural gas,,,,,,,SEDE,,,,Fossil fuels,Natural gas,
GALTZARABURU,GALTZARABURU S.L,,,Hondarribia,ES,0.475,Natural gas,,,,,1998.0,,SEDE,,,,Fossil fuels,Natural gas,
DESIMPACTE DE PURINS VOLTREGA,"DESIMPACTE DE PURINS VOLTREGA, S.A.",,,Masies de Voltrega (Les),ES,14.64,Natural gas,,,,,1999.0,,SEDE,,,,Fossil fuels,Natural gas,
TRACJUSA,"TRACTAMENTS DE JUNEDA, SA",,,Juneda,ES,15.0,Natural gas,,,,,2001.0,,SEDE,,,,Fossil fuels,Natural gas,
C.H. TALAVERA,"CIENER, S.AU.",,,Talavera de la Reina,ES,2.854,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
AZUCARERA MONTERO,"AZUCARERA MONTERO, S.A.",,,Lobras,ES,0.694,Oil,,,,,2002.0,,SEDE,,,,Fossil fuels,Oil,
CAMPUS SUR,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,,,Santiago de Compostela,ES,2.198,Natural gas,,,,,2002.0,,SEDE,,,,Fossil fuels,Natural gas,
CIATESA,"CIA. INDUS. APLICACIONES TERMICAS, S.A.",,,Montilla,ES,0.8,Natural gas,,,,,2003.0,,SEDE,,,,Fossil fuels,Natural gas,
C.H. DE PESQUEIRAS,"HIDROELECTRICA  DE PESQUEIRAS, S.L.",,,Savinao (O),ES,0.8262,Hydro,,,,,2003.0,,SEDE,,,,Renewable energy,Hydro,
REGATA ETXALAR,"REYSALDE, S.L.",,,Etxalar,ES,0.3,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
SARTAGUDA,"ACCIONA ENERGIA, S.A.",,,Sartaguda,ES,4.68,Hydro,,,,,,,SEDE,,,,Renewable energy,Hydro,
