None,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Classification,Classification,Classification,Classification,Classification,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,File,File,File,File,File
1539,Cortijo iruelas,,,,Cortijo iruelas,Wind,,,,Wind,,,,,,Spain,,,,Spain,13.6,,,,13.6,37.3166667,,,,,-4.05,,,,,,,,,Spain Power Plants Over 10 MW.csv
1540,Bustelo,,,,Bustelo,Wind,,,,Wind,,,,,,Spain,,,,Spain,24.7,,,,24.7,43.466846,,,,,-7.723832,,,,,,,,,Spain Power Plants Over 10 MW.csv
1541,Guia isora,,,,Guia isora,Oil,,,,Oil,,,,,,Spain,,,,Spain,50.0,,,,43.1,28.2115416727,,,,,-16.7794704437,,,,,,,,,Spain Power Plants Over 10 MW.csv
1542,Barranco tirajana,,,,Barranco tirajana,Oil,,,,Oil,,,,,,Spain,,,,Spain,676.26,,,,496.26,29.000934035,,,,,-13.6130046844,,,,,,,,,Spain Power Plants Over 10 MW.csv
1543,Arico,,,,Arico antes finca mogan,Wind,,,,Wind,,,,,,Spain,,,,Spain,17.49,,,,16.5,28.177047,,,,,-16.482957,,,,,,,,,Spain Power Plants Over 10 MW.csv
1544,Alcudia,,,,Alcudia,Coal,,,,Coal,,,,,,Spain,,,,Spain,585.0,,,,468.4,39.810605,,,,,3.091257,,,,,,,,,Spain Power Plants Over 10 MW.csv
1545,Castilfrio cetasa,,,,Castilfrio,Wind,,,,Wind,,,,,,Spain,,,,Spain,26.4,,,,24.75,41.7640137422,,,,,-2.46883392334,,,,,,,,,Spain Power Plants Over 10 MW.csv
1546,Madero,,,,Madero,Wind,,,,Wind,,,,,,Spain,,,,Spain,28.71,,,,14.85,41.779013,,,,,-1.983913,,,,,,,,,Spain Power Plants Over 10 MW.csv
1547,Guinchos,,,,Guinchos,Oil,,,,Oil,,,,,,Spain,,,,Spain,97.14,,,,67.3,28.653838,,,,,-17.786694,,,,,,,,,Spain Power Plants Over 10 MW.csv
1548,Carballeira,,,,Carballeira,Wind,,,,Wind,,,,,,Spain,,,,Spain,24.42,,,,24.42,42.4168352123,,,,,-7.76397585869,,,,,,,,,Spain Power Plants Over 10 MW.csv
1549,Cayo cetasa,,,,Cayo,Wind,,,,Wind,,,,,,Spain,,,,Spain,26.4,,,,24.75,41.7640137422,,,,,-2.46883392334,,,,,,,,,Spain Power Plants Over 10 MW.csv
1550,Valpardo,,,,Valpardo,Wind,,,,Wind,,,,,,Spain,,,,Spain,21.5,,,,21.25,40.593977,,,,,-4.411492,,,,,,,,,Spain Power Plants Over 10 MW.csv
1551,Carba,,,,Carba,Wind,,,,Wind,,,,,,Spain,,,,Spain,19.8,,,,19.5,43.3,,,,,-7.6833333,,,,,,,,,Spain Power Plants Over 10 MW.csv
1552,Las pardas,,,,Pardas,Wind,,,,Wind,,,,,,Spain,,,,Spain,49.5,,,,49.5,41.880445,,,,,-4.362428,,,,,,,,,Spain Power Plants Over 10 MW.csv
1553,Xoan,,,,Xoan,Wind,,,,Wind,,,,,,Spain,,,,Spain,15.8,,,,15.84,42.6833333,,,,,-7.2333333,,,,,,,,,Spain Power Plants Over 10 MW.csv
1554,Alto palancio,,,,Palancia,Wind,,,,Wind,,,,,,Spain,,,,Spain,80.0,,,,94.0,40.0166667,,,,,-0.65,,,,,,,,,Spain Power Plants Over 10 MW.csv
1555,Punta grande,,,,Punta grande,Oil,,,,Oil,,,,,,Spain,,,,Spain,215.54,,,,184.95,28.9630174756,,,,,-13.5476875305,,,,,,,,,Spain Power Plants Over 10 MW.csv
1556,Ibiza,,,,Ibiza man,Oil,,,,Oil,,,,,,Spain,,,,Spain,221.3,,,,184.6,38.9088342822,,,,,1.43296480179,,,,,,,,,Spain Power Plants Over 10 MW.csv
1557,Rhode peaker,,,,Rhode,Oil,,,,Oil,,,,,,Ireland,,,,Ireland,102.4,,,,104.0,53.3522222,,,,,-7.2016667,,,,,,,,,Ireland and Northern Ireland.csv
1558,Koegorspolder,,,,Koegorspolder,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,44.0,,,,44.0,51.335833,,,,51.3254737,3.827778,,,,3.8403111,,,,,Netherlands Power Plant.csv
1559,Waalwijk,,,,Ecopark waalwijk,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,8.408,,,,7.5,51.6825,,,,51.69515285,5.070833,,,,5.0667560615,,,,,Netherlands Power Plant.csv
1560,Afrikhavn,,,,Afrikahaven,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,27.0,,,,27.0,52.3740272046,,,,52.3745403,4.88968849182,,,,4.8979755056,,,,,Netherlands Power Plant.csv
1561,Herkingen,,,,Herkingen,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,8.3,,,,8.25,51.71,,,,51.75128625,4.0875,,,,4.1357699685,,,,,Netherlands Power Plant.csv
1562,Van pallandt,,,,Pallandt,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,14.0,,,,14.0,51.704372,,,,51.75128625,4.234346,,,,4.1357699685,,,,,Netherlands Power Plant.csv
1563,Lopik,,,,Lopik,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,6.0,,,,6.0,51.9725,,,,51.9752848,4.948611,,,,4.9491743,,,,,Netherlands Power Plant.csv
1564,Princess amalia,,,,Princess amalia,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,120.0,,,,120.0,52.6204026715,,,,51.965328,4.62704658508,,,,4.0081340862,,,,,Netherlands Power Plant.csv
1565,Hartel,,,,Hartelbrug,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,22.5,,,,36.0,51.9225,,,,51.92779805,4.479167,,,,4.4886232693,,,,,Netherlands Power Plant.csv
1566,Quereno,,,,Quereno,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,34.0,,,,36.46,42.449602,,,,,-6.947579,,,,,,,,,Spain Power Plants Over 10 MW.csv
1567,Cimego,,,,Cimego,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,229.1,,,,229.9,45.942196,,,,45.911895,10.640271,,,,10.6128545,,,,,Italy Power Plant.csv
1568,Lana,,,,Lana,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,121.8,,,,120.0,46.612418,,,,46.6073775,11.15587,,,,11.1613274,,,,,Italy Power Plant.csv
1569,Pena forcada,,,,Forcada,Wind,,,,Wind,,,,,,Spain,,,,Spain,33.8,,,,33.8,43.131146,,,,,-9.181715,,,,,,,,,Spain Power Plants Over 10 MW.csv
1570,Portoscuso,,,,Portoscuso,Oil,,,,Oil,,,,,,Italy,,,,Italy,320.0,,,,320.0,39.2047222,,,,40.0912813,8.3788889,,,,9.0305773,,,,,Italy Power Plant.csv
1571,Malpica,,,,Malpica,Wind,,,,Wind,,,,,,Spain,,,,Spain,16.575,,,,16.575,43.3228049378,,,,,-8.81052017212,,,,,,,,,Spain Power Plants Over 10 MW.csv
1572,Pedro manzanal,,,,Manzanal,Wind,,,,Wind,,,,,,Spain,,,,Spain,33.75,,,,33.75,42.028599,,,,,-2.231036,,,,,,,,,Spain Power Plants Over 10 MW.csv
1573,Sesue,,,,Sesue,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,36.0,,,,36.0,42.551308,,,,,0.472115,,,,,,,,,Spain Power Plants Over 10 MW.csv
1574,Marzocco,,,,Livorno marzocco,Oil,,,,Oil,,,,,,Italy,,,,Italy,310.0,,,,310.0,43.542636,,,,43.5426309,10.316005,,,,10.3160295,,,,,Italy Power Plant.csv
1575,Llavorsi cardos,,,,Llavorsi cardos,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,52.8,,,,52.4,42.495149,,,,,1.211007,,,,,,,,,Spain Power Plants Over 10 MW.csv
1576,Pena armada,,,,Armada,Wind,,,,Wind,,,,,,Spain,,,,Spain,20.7,,,,20.7,43.0321332915,,,,,-7.79514312744,,,,,,,,,Spain Power Plants Over 10 MW.csv
1577,Arties,,,,Arties,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,68.0,,,,67.52,41.798001,,,,,1.954283,,,,,,,,,Spain Power Plants Over 10 MW.csv
1578,Lanuza,,,,Lanuza,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,52.0,,,,52.69,42.72381263,,,,,-0.28169631958,,,,,,,,,Spain Power Plants Over 10 MW.csv
1579,Guadalmena,,,,Guadalmena,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,15.2,,,,15.2,38.311867,,,,,-3.042194,,,,,,,,,Spain Power Plants Over 10 MW.csv
1580,Barrados,,,,Barrados,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,16.0,,,,15.88,42.7333333,,,,,0.7166667,,,,,,,,,Spain Power Plants Over 10 MW.csv
1581,Melilla malaga,,,,Melilla,Oil,,,,Oil,,,,,,Spain,,,,Spain,56.52,,,,46.9,35.29,,,,,-2.94,,,,,,,,,Spain Power Plants Over 10 MW.csv
1582,Seros,,,,Seros,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,44.6,,,,44.24,41.4833333,,,,,0.4666667,,,,,,,,,Spain Power Plants Over 10 MW.csv
1583,Eume,,,,Eume,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,54.4,,,,54.4,43.426973,,,,,-8.067068,,,,,,,,,Spain Power Plants Over 10 MW.csv
1584,Riba roja,,,,Riba roja,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,262.8,,,,261.28,41.25,,,,,0.4833333,,,,,,,,,Spain Power Plants Over 10 MW.csv
1585,Corzan,,,,Corzan,Wind,,,,Wind,,,,,,Spain,,,,Spain,36.0,,,,36.0,42.904016,,,,,-8.742734,,,,,,,,,Spain Power Plants Over 10 MW.csv
1586,Coucepenido,,,,Os corvos coucepenido,Wind,,,,Wind,,,,,,Spain,,,,Spain,22.8,,,,33.0,43.6833333,,,,,-7.85,,,,,,,,,Spain Power Plants Over 10 MW.csv
1587,Villanua,,,,Villanua,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,13.2,,,,10.9,42.679705,,,,,-0.537686,,,,,,,,,Spain Power Plants Over 10 MW.csv
1588,Escales,,,,Escales,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,36.0,,,,35.85,42.3161465439,,,,,0.746319293976,,,,,,,,,Spain Power Plants Over 10 MW.csv
1589,Susqueda,,,,Susqueda,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,86.3,,,,88.55,41.977765,,,,,2.516524,,,,,,,,,Spain Power Plants Over 10 MW.csv
1590,Flix endesa,,,,Flix,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,42.52,,,,52.52,41.2307423044,,,,,0.55007815361,,,,,,,,,Spain Power Plants Over 10 MW.csv
1591,Loch gair,,,,Loch gair,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,6.0,,,,6.0,56.0624529985,,,,56.7861112,-5.33798217773,,,,-4.1140517,,,,,UK Power Plant.csv
1592,Caldes,,,,Caldes,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,32.64,,,,32.48,42.5046294058,,,,,0.800564289093,,,,,,,,,Spain Power Plants Over 10 MW.csv
1593,Valle secolo,,,,Valle secolo,Geothermal,,,,Geothermal,,,,,,Italy,,,,Italy,120.0,,,,114.0,43.298935,,,,43.2992367,10.872821,,,,10.8724009,,,,,Italy Power Plant.csv
1594,Couto sebastian,,,,Couto sebastian,Wind,,,,Wind,,,,,,Spain,,,,Spain,18.0,,,,18.0,42.696049,,,,,-8.24653,,,,,,,,,Spain Power Plants Over 10 MW.csv
1595,Caldereros,,,,Caldereros,Wind,,,,Wind,,,,,,Spain,,,,Spain,37.8,,,,69.1,40.776694,,,,,-1.649786,,,,,,,,,Spain Power Plants Over 10 MW.csv
1596,Prada,,,,Prada,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,66.4,,,,70.72,42.316743,,,,,-7.027391,,,,,,,,,Spain Power Plants Over 10 MW.csv
1597,Torbole,,,,Torbole,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,124.6,,,,110.0,45.8695130708,,,,45.8511589,10.8756065369,,,,10.8850788,,,,,Italy Power Plant.csv
1598,Piombino enel,,,,Piombino termica,Oil,,,,Oil,,,,,,Italy,,,,Italy,1280.0,,,,1280.0,42.941389,,,,42.934824,10.543889,,,,10.52212,,,,,Italy Power Plant.csv
1599,Pueyo,,,,Pueyo,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,14.3,,,,14.0,42.376352,,,,,-0.002612,,,,,,,,,Spain Power Plants Over 10 MW.csv
1600,Bosost,,,,Bossost,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,21.6,,,,21.5,42.7833333,,,,,0.7,,,,,,,,,Spain Power Plants Over 10 MW.csv
1601,Termens,,,,Termens,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,12.0,,,,11.92,41.7166667,,,,,0.7666667,,,,,,,,,Spain Power Plants Over 10 MW.csv
1602,Agustin,,,,Agustin,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,65.28,,,,62.88,42.1794973838,,,,,-7.11218833923,,,,,,,,,Spain Power Plants Over 10 MW.csv
1603,Vielha,,,,Vielha,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,22.0,,,,21.86,42.7019605619,,,,,0.795564651489,,,,,,,,,Spain Power Plants Over 10 MW.csv
1604,Penadrada,,,,Penadrada,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,37.6,,,,38.17,42.820561,,,,,-6.487473,,,,,,,,,Spain Power Plants Over 10 MW.csv
1605,Sarra,,,,Sarra,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,28.86,,,,24.0,42.7712741444,,,,,-0.334482192993,,,,,,,,,Spain Power Plants Over 10 MW.csv
1606,Cornatel,,,,Cornatel,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,121.74,,,,130.66,42.449602,,,,,-6.947579,,,,,,,,,Spain Power Plants Over 10 MW.csv
1607,Iznajar,,,,Iznajar,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,76.8,,,,76.71,37.266655,,,,,-4.414322,,,,,,,,,Spain Power Plants Over 10 MW.csv
1608,Duque,,,,Duque,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,12.8,,,,12.56,36.9401510172,,,,,-3.36095809937,,,,,,,,,Spain Power Plants Over 10 MW.csv
1609,Vilan,,,,Do vilan,Wind,,,,Wind,,,,,,Spain,,,,Spain,16.9,,,,16.9,43.131146,,,,,-9.181715,,,,,,,,,Spain Power Plants Over 10 MW.csv
1610,Marina,,,,Santa marina,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,32.9,,,,34.68,42.699547,,,,,-6.512359,,,,,,,,,Spain Power Plants Over 10 MW.csv
1611,Giacomo sul vomano,,,,S.giacomo,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,338.48,,,,490.0,42.55304,,,,42.55304,13.535891,,,,13.535891,,,,,Italy Power Plant.csv
1612,Biescas,,,,Biescas,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,64.4,,,,61.4,42.628970046,,,,,-0.321350097656,,,,,,,,,Spain Power Plants Over 10 MW.csv
1613,Lanzada,,,,Lanzada,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,189.01,,,,188.0,46.269297,,,,46.269297,9.869247,,,,9.869247,,,,,Italy Power Plant.csv
1614,Venaus mont cenis,,,,Venaus,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,240.0,,,,230.0,45.158443,,,,45.1549096,7.008106,,,,7.0125697,,,,,Italy Power Plant.csv
1615,Termini imerese,,,,Termini imerese c.le,Natural Gas,,,,Natural Gas,,,,,,Italy,,,,Italy,1250.0,,,,1340.0,37.969167,,,,37.983651,13.748333,,,,13.695554,,,,,Italy Power Plant.csv
1616,Grado endesa,,,,Grado,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,45.76,,,,25.71,42.15191,,,,,0.222472,,,,,,,,,Spain Power Plants Over 10 MW.csv
1617,Stassfurt,,,,Gud ikw staßfurt,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,121.7,,,,132.0,51.8666667,,,,51.8514515,11.5833333,,,,11.5929455,,,,,Germany Power Plants (conventional).csv
1618,Maddaloni,,,,Maddaloni,Natural Gas,,,,Natural Gas,,,,,,Italy,,,,Italy,352.0,,,,352.0,41.040014,,,,41.0400304,14.376831,,,,14.3768188,,,,,Italy Power Plant.csv
1619,Larino,,,,Larino tg,Natural Gas,,,,Natural Gas,,,,,,Italy,,,,Italy,246.0,,,,250.0,41.805535,,,,41.816536,14.919332,,,,15.016134,,,,,Italy Power Plant.csv
1620,Augusta,,,,Augusta c.le,Oil,,,,Oil,,,,,,Italy,,,,Italy,140.0,,,,210.0,37.208333,,,,37.2369363,15.177778,,,,15.2196575,,,,,Italy Power Plant.csv
1621,Ribadelago,,,,Ribadelago,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,35.96,,,,34.56,42.1043996603,,,,,-6.6625213623,,,,,,,,,Spain Power Plants Over 10 MW.csv
1622,Montorio,,,,Montorio,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,110.1,,,,110.0,42.583142,,,,42.6612893,13.638293,,,,13.6983524,,,,,Italy Power Plant.csv
1623,Sau,,,,Sau,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,56.0,,,,55.56,41.947002,,,,,2.384404,,,,,,,,,Spain Power Plants Over 10 MW.csv
1624,Aldeavieja,,,,Aldeavieja,Wind,,,,Wind,,,,,,Spain,,,,Spain,14.52,,,,14.52,40.743111,,,,,-4.470959,,,,,,,,,Spain Power Plants Over 10 MW.csv
1625,Mequinenza,,,,Mequinenza,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,324.0,,,,322.36,41.3721067929,,,,,0.301694869995,,,,,,,,,Spain Power Plants Over 10 MW.csv
1626,Empedocle,,,,Porto empedocle c.le,Oil,,,,Oil,,,,,,Italy,,,,Italy,140.0,,,,140.0,37.312345,,,,,13.507123,,,,,,,,,Italy Power Plant.csv
1627,Seira,,,,Seira,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,37.01,,,,19.25,42.476962,,,,,0.431267,,,,,,,,,Spain Power Plants Over 10 MW.csv
1628,Bembezar,,,,Bembezar,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,15.12,,,,14.86,37.8333333,,,,,-5.2333333,,,,,,,,,Spain Power Plants Over 10 MW.csv
1629,Mediano,,,,Mediano,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,66.4,,,,66.97,42.3226991462,,,,,0.243759155273,,,,,,,,,Spain Power Plants Over 10 MW.csv
1630,Tabescan inferior,,,,Tavascan inferior,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,32.04,,,,31.82,42.621379,,,,,1.248929,,,,,,,,,Spain Power Plants Over 10 MW.csv
1631,Soverzene,,,,Soverzene,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,210.0,,,,213.5,46.2083333,,,,46.2034553,12.3030556,,,,12.3033425,,,,,Italy Power Plant.csv
1632,Camarasa,,,,Camarasa,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,60.0,,,,58.65,41.874859,,,,,0.878136,,,,,,,,,Spain Power Plants Over 10 MW.csv
1633,Terradets,,,,Terradets,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,32.5,,,,32.32,42.074764,,,,,0.916209,,,,,,,,,Spain Power Plants Over 10 MW.csv
1634,Tabescan superior,,,,Tavascan superior,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,120.44,,,,119.06,42.621379,,,,,1.248929,,,,,,,,,Spain Power Plants Over 10 MW.csv
1635,Floriano egna,,,,S.floriano,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,135.0,,,,180.0,46.316911,,,,46.3169161,11.272578,,,,11.2725698,,,,,Italy Power Plant.csv
1636,Cardano,,,,Cardano,Hydro,,,,Hydro,,,,,,Italy,,,,Italy,121.0,,,,121.0,46.492716,,,,46.4898543,11.333576,,,,11.4080724,,,,,Italy Power Plant.csv
1637,Canelles,,,,Canelles,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,108.0,,,,107.4,41.873141,,,,,0.720168,,,,,,,,,Spain Power Plants Over 10 MW.csv
1638,Virgen belen,,,,Virgen belen,Wind,,,,Wind,,,,,,Spain,,,,Spain,59.04,,,,57.52,38.871357,,,,,-1.348506,,,,,,,,,Spain Power Plants Over 10 MW.csv
1639,Cuerda,,,,Cuerda humero,Wind,,,,Wind,,,,,,Spain,,,,Spain,31.02,,,,55.44,38.834619,,,,,-1.460342,,,,,,,,,Spain Power Plants Over 10 MW.csv
1640,Isabela eee,,,,Isabela,Wind,,,,Wind,,,,,,Spain,,,,Spain,49.5,,,,48.0,38.770561,,,,,-2.240443,,,,,,,,,Spain Power Plants Over 10 MW.csv
1641,Muela tortosilla,,,,E.muela tortosilla,Wind,,,,Wind,,,,,,Spain,,,,Spain,36.96,,,,36.96,38.9666667,,,,,-1.2166667,,,,,,,,,Spain Power Plants Over 10 MW.csv
1642,Cerro vicente,,,,Vicente,Wind,,,,Wind,,,,,,Spain,,,,Spain,73.1,,,,68.85,38.920876,,,,,-1.720184,,,,,,,,,Spain Power Plants Over 10 MW.csv
1643,Muela eee,,,,Eee,Wind,,,,Wind,,,,,,Spain,,,,Spain,48.86,,,,32.0,38.920876,,,,,-1.720184,,,,,,,,,Spain Power Plants Over 10 MW.csv
1644,Villalbesa,,,,Monte vilalbesa,Wind,,,,Wind,,,,,,Spain,,,,Spain,22.2,,,,22.2,43.5333333,,,,,-7.9333333,,,,,,,,,Spain Power Plants Over 10 MW.csv
1645,Marban,,,,Monte marban,Wind,,,,Wind,,,,,,Spain,,,,Spain,11.4,,,,11.4,43.5333333,,,,,-7.9333333,,,,,,,,,Spain Power Plants Over 10 MW.csv
1646,Da,,,,Monte da serra,Wind,,,,Wind,,,,,,Spain,,,,Spain,14.4,,,,14.4,43.5333333,,,,,-7.9333333,,,,,,,,,Spain Power Plants Over 10 MW.csv
1647,Penuca,,,,Penuca,Wind,,,,Wind,,,,,,Spain,,,,Spain,36.3,,,,33.0,41.174802,,,,,-6.519375,,,,,,,,,Spain Power Plants Over 10 MW.csv
1648,Bigge,,,,Bigge,Hydro,,,,Hydro,,,,,,Germany,,,,Germany,15.4,,,,15.0,51.1264483199,,,,51.1250541,7.90333271027,,,,7.9010992,,,,,Germany Power Plants (conventional).csv
1649,Schwarza,,,,Schwarza,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,12.6,,,,26.5,50.7166667,,,,50.7206063,11.3333333,,,,11.3401985,,,,,Germany Power Plants (conventional).csv
1650,Askerudfoss,,,,Askerudfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,15.96,,,,15.0,60.1166667,,,,,10.2666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1651,Kaggefoss,,,,Kaggefoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,80.3,,,,101.0,59.9333333,,,,,10.0,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1652,Gravfoss,,,,Gravfos,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,50.0,,,,37.0,59.9333333,,,,,10.0,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1653,Dovikfoss,,,,Dovikfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,14.7,,,,17.0,59.9333333,,,,,10.0,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1654,Mykstufoss,,,,Mykstufoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,48.0,,,,72.0,59.98431,,,,,9.29644,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1655,Geithusfoss,,,,Geithusfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,14.7,,,,15.0,59.9333333,,,,,10.0,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1656,Djupdal,,,,Djupdal,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,14.0,,,,17.0,59.98431,,,,,9.29644,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1657,Kistefoss,,,,Kistefoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,6.1,,,,7.0,60.24143,,,,,10.38503,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1658,Toverud,,,,Toverud,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,6.0,,,,8.0,60.3666667,,,,,10.5666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1659,Hensfoss,,,,Hensfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,17.0,,,,20.0,60.1166667,,,,,10.2666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1660,Klaus,,,,Klaus,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,18.216,,,,20.0,47.8313654498,,,,,14.1571712494,,,,,,,,,Verbund Power Plant.csv
1661,Rosenau,,,,Rosenau,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,33.7,,,,34.0,48.4890224103,,,,,14.6288108826,,,,,,,,,Verbund Power Plant.csv
1662,Staning,,,,Staning,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,43.2,,,,43.0,48.1007252188,,,,,14.4568061829,,,,,,,,,Verbund Power Plant.csv
1663,Pantaleon,,,,St. pantaleon,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,52.1,,,,52.0,48.0076111279,,,,,12.8941726685,,,,,,,,,Verbund Power Plant.csv
1664,Schonau,,,,Schonau,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,29.8,,,,30.0,48.394561622,,,,,14.7301769257,,,,,,,,,Verbund Power Plant.csv
1665,Ternberg,,,,Ternberg,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,40.4,,,,40.0,47.9333333,,,,,14.35,,,,,,,,,Verbund Power Plant.csv
1666,Weyer,,,,Weyer,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,36.8,,,,37.0,48.1465032749,,,,,14.117603302,,,,,,,,,Verbund Power Plant.csv
1667,Losenstein,,,,Losenstein,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,39.4,,,,39.0,47.9242798828,,,,,14.4367218018,,,,,,,,,Verbund Power Plant.csv
1668,Garsten ulrich,,,,Garsten st. ulrich,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,34.398,,,,38.0,47.7222349808,,,,,14.327545166,,,,,,,,,Verbund Power Plant.csv
1669,Grossraming,,,,Großraming,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,72.0,,,,72.0,47.8833333,,,,,14.55,,,,,,,,,Verbund Power Plant.csv
1670,West,,,,West,Coal,,,,Coal,,,,,,Germany,,,,Germany,236.0,,,,123.0,50.09853092,,,,50.110653,8.653271756,,,,8.682093,,,,,Germany Power Plants (conventional).csv
1671,Augsburg,,,,Upm augsburg,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,90.0,,,,29.0,48.3666667,,,,48.3668041,10.8833333,,,,10.8986971,,,,,Germany Power Plants (conventional).csv
1672,Mhkw mainz,,,,Mhkw mainz,Waste,,,,Waste,,,,,,Germany,,,,Germany,5.0,,,,15.6,50.0,,,,49.9999952,8.2711111,,,,8.2710237,,,,,Germany Power Plants (conventional).csv
1673,Malchin envia,,,,Biomasse malchin,Waste,,,,Waste,,,,,,Germany,,,,Germany,10.0,,,,9.8,53.7333333,,,,53.7382631,12.7833333,,,,12.7644198,,,,,Germany Power Plants (conventional).csv
1674,Robres,,,,Robres,Wind,,,,Wind,,,,,,Spain,,,,Spain,24.0,,,,24.0,41.86746,,,,,-0.460942,,,,,,,,,Spain Power Plants Over 10 MW.csv
